Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
La paura di Montalbano (Commissario Montalbano #6.5);Camilleri, Andrea;Mondadori;;Copertina rigida;321;Commissario Montalbano;;ita;9788804506942;;https://www.goodreads.com/book/show/3400062-la-paura-di-montalbano;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413230975l/3400062._SX98_.jpg;"Seis irresistibles narraciones nos devuelven el universo del comisario Montalbano en toda su riqueza y esplendor, para deleite de los lectores adictos a su particular manera de entender la vida. 

A plena luz del despiadado sol siciliano, con un humor no exento del realismo más implacable, surge un caudal de sentimientos irrefrenables: el odio que provoca una venganza cuyas consecuencias han de durar décadas en Mejor la oscuridad; o los resquemores que despierta en todo el cuerpo de policía de Vigàta el comportamiento aparentemente ingenuo, pero cargado de miradas salvajes, de la joven Grazia Giangrasso, en Herido de muerte.

Y para arropar al comisario en su ardua tarea, no faltan los elementos de siempre: los desencuentros telefónicos con su novia Livia, las entrañables broncas con Mimì Augello, la perplejidad que siempre consigue producirle Catarella, el inefable telefonista de la comisaría. En esta ocasión, a los personajes conocidos se añaden otros nuevos, como el formal y distante comandante Verruso, antítesis de un Montalbano que descubrirá, con sorpresa y admiración, la dignidad y valentía con las que su nuevo aliado custodia un terrible secreto. Como es habitual en él, Montalbano aprovecha la resolución de los casos para exponer el contraluz de las cosas, de los acontecimientos y circunstancias que rodean los hechos, como si éstos fueran consecuencia de una condición colectiva, de otros dramas y otros padecimientos largamente sufridos, que escapan al control del individuo. Y todas esas dudas, miedos, tentaciones y contradicciones no hacen más que subrayar, si cabe, la profunda dimensión humana que ha hecho de este personaje el favorito de millones de lectores en todo el mundo.

Reseñas:
«Algunos de los cuentos más interesantes y divertidos del comisario Montalbano.»
Messagero Veneto

«Hay autores cuyos libros suscitan admiración, sorpresa, emoción; los de Andrea Camilleri suscitan todo eso [...].»
ABC Cultural

«Camilleri ha demostrado que se puede conciliar armoniosamente lo serio con lo humorístico, lo grave y lo ligero, con comprensión hacia las debilidades humanas.»
Babelia

";;;Default;3.92;05/22/2026;;;;;;;;Sx6;
La solitudine dei numeri primi;Giordano, Paolo;Mondadori;2008-01-29;Copertina rigida;304;;;Italiano;9788804577027;;https://www.amazon.it/dp/8804577029?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51N3SsJrmeL._SL500_.jpg;"Mattia pensava che lui e Alice erano così, due primi gemelli, soli e perduti, vicini ma non abbastanza per sfiorarsi davvero. A lei non l'aveva mai detto.

Alice ha sette anni e odia la scuola di sci, ma suo padre la obbliga ad andarci. È una mattina di nebbia fitta, lei ha freddo e il latte della colazione le pesa sullo stomaco. In cima alla seggiovia si separa dai compagni e, nascosta nella nebbia, se la fa addosso. Per la vergogna decide di scendere a valle da sola, ma finisce fuori pista, spezzandosi una gamba. Resta sola, incapace di muoversi, al fondo di un canalone innevato, a domandarsi se i lupi ci sono anche in inverno.
Mattia è un ragazzino intelligente con una gemella ritardata, Michela. La presenza costante della sorella umilia Mattia di fronte ai suoi coetanei. Per questo, la prima volta che un compagno di classe li invita entrambi alla sua festa, Mattia decide di lasciare Michela nel parco, con la promessa che tornerà presto da lei.
Questi due episodi iniziali, con le loro conseguenze irreversibili, saranno il marchio impresso a fuoco nelle vite di Alice e di Mattia, adolescenti, giovani e infine adulti. Le loro esistenze, così profondamente segnate, si incroceranno e i due protagonisti si scopriranno strettamente uniti eppure invincibilmente divisi. Come quei numeri speciali, che i matematici chiamano primi gemelli: due numeri primi separati da un solo numero pari, vicini ma mai abbastanza per toccarsi davvero.
Questo romanzo è la storia dolorosa e commovente di Alice e di Mattia, e dei personaggi che li affiancano nel loro percorso. Paolo Giordano tocca con sguardo lucido e profondo, con una scrittura di sorprendente fermezza e maturità, una materia che brucia per le sue implicazioni emotive. E regala ai lettori un romanzo capace di scuotere per come alterna momenti di durezza e di spietata tensione a scene più rarefatte e di trattenuta emozione, piene di sconsolata tenerezza e di tenace speranza.";;;Narrativa contemporanea;3.65;05/22/2026;;;;;;;;Sx6;
La somma dei giorni;"Allende, Isabel; Liverani, Elena";Feltrinelli;2008-02-05;Copertina flessibile;315;;;Italiano;9788807017421;;https://www.amazon.it/dp/8807017423?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/514FSdTf1iL._SL500_.jpg;"Sono gli anni che seguono la morte della figlia Paula. Isabel Allende adotta la forma ""diario"" per fare la cronaca della famiglia, faticosamente riunita in California dal 1992 al 2006. I ricordi si intrecciano alle riflessioni sulla vita, sulla sua opera e sul mondo contemporaneo. Due leitmotiv danno coesione all'insieme: la relazione amorosa con il secondo marito Willie e l'ansia di costituire e difendere una grande tribù familiare. Con intelligenza e autoironia Isabel ci mostra le difficoltà di tenere insieme un clan variegatissimo e di dominarlo; in una sorta di messa a nudo delle proprie inclinazioni, ci dice che un'innata generosità può facilmente travalicare in esercizio di potere e controllo nelle altrui vite per modificarne il corso. Gli episodi teneri, burleschi si intrecciano a quelli tragicomici o drammatici e la narratrice esibisce una tolleranza imperturbabile per le passioni e un'intolleranza viscerale nei confronti dell'ingiustizia. Non mancano le acute riflessioni sull'incombere della terza età, sulle proprie debolezze, sulla fatica di sbagliare. Si esce dalla lettura con la sensazione di aver attraversato una grande galleria di ritratti familiari, di aver vissuto una cronaca di affetti che ci riguarda da vicino.";;;Narrativa contemporanea;4.01;05/23/2026;;;;;;;;Sx5;
La stanza di Savitri;"Author, Unknown; Manfredi, M.";Giunti Editore;1998-01-01;Copertina flessibile;208;;;Italiano;9788885419445;;https://www.amazon.it/dp/8885419445?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51ZhQvcIi8L._SL500_.jpg;;;;Narrativa contemporanea;0;05/22/2026;;;;;;;;Sx6;
La stazione del non ritorno;Ferrara, Andrea;Edizioni Efesto;2025-12-02;Copertina flessibile;284;;;Italiano;9788833817736;;https://www.amazon.it/dp/8833817733?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41dUh9X5+mL._SL500_.jpg;Jacek Piotrowski è un ragazzo polacco che studia per diventare macchinista dei treni come il padre, ma lo scoppio della IIª Guerra Mondiale lo porterà a prendere decisioni da cui dipendono molte vite, compresa la sua.;;;Storici;0;05/22/2026;;;;;;;;Sx6;
La storia dei Templari;"Barber, Malcolm; Scaccabarozzi, M.";Piemme;2004-06-15;Copertina flessibile;479;;;Italiano;9788838481260;;https://www.amazon.it/dp/8838481261?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41A-meXyAfL._SL500_.jpg;Quello dei Cavalieri di Cristo è stato il più enigmatico e controverso esercito di Santa Romana Chiesa. Nati nel 1119 per vegliare sui pellegrini in Terra Santa, i Templari hanno affrontato il Saladino e i Mamelucchi, combattuto battaglie, garantito servizi finanziari a principi e sovrani, costruito imponenti fortezze e straordinarie cattedrali, fino a diventare il più potente ordine monastico degli occidentali. Ma la loro travolgente ascesa si è interrotta sul rogo che il re di Francia fece preparare per Giacomo Molay, l'ultimo maestro del Tempio. E quel drammatico epilogo non cessa di far discutere.;;;Chiesa cattolica romana;3.82;05/23/2026;;;;;;;;Sx4;
Leggere Lolita a Teheran;"Nafisi, Azar; Serrai, Roberto";Adelphi;2007-04-04;Copertina flessibile;384;;;Italiano;9788845921544;;https://www.amazon.it/dp/8845921549?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41SjD5srTWL._SL500_.jpg;"Nei due decenni successivi alla rivoluzione di Khomeini, mentre le strade e i campus di Teheran erano teatro di violenze tremende, Azar Nafisi ha dovuto cimentarsi in un'impresa fra le più ardue, e cioè spiegare a ragazzi e ragazze, esposti in misura crescente alla catechesi islamica, una delle più temibili incarnazioni dell'Occidente: la sua letteratura. Il risultato è uno dei più toccanti atti d'amore per la letteratura mai professati - e insieme una magnifica beffa giocata a chiunque tenti di interdirla.

Trovi un'edizione con copertina alternativa per questo ISBN qui";;;Trade (local);3.67;05/22/2026;;;;;;;;Sx6;
Lo spagnolo minore. Dizionario spagnolo-italiano, italiano-spagnolo. Ediz. bilingue;Staff, Zanichelli;Zanichelli;2007-05-01;Copertina flessibile;864;;;Spagnolo;9788808068897;;https://www.amazon.it/dp/8808068897?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51UkJiwoInL._SL500_.jpg;;;;Dizionari e vocabolari;0;05/23/2026;;;;;;;;Sx6;
Lucertola;"Yoshimoto, Banana; Amitrano, Giorgio";Feltrinelli;2008-12-01;Copertina flessibile;128;;;Italiano;9788807814211;;https://www.amazon.it/dp/8807814218?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41nWDU5eQZL._SL500_.jpg;Sei racconti intorno al tempo, alla guarigione, al destino, al fato, immersi in una Tokyo sfolgorante di luci notturne e pulsante di vita. I protagonisti sono accumunati dalla stessa sorte: tutti in qualche modo feriti si sono chiusi in un guscio che li protegge, ma contemporaneamente li separa dal mondo, impedendo loro di agire e di interagire con gli altri. Ma sensazioni dimenticate si affacciano alla memoria, la vita, prima paralizzata, ricomincia a scorrere rivelando la catartica necessità di entrare finalmente in azione e di fare i conti con il passato. E' alle soglie di questa trasformazione che lo sguardo di Banana Yoshimoto si posa sui suoi enigmatici personaggi per raccontarne il disagio, l'angoscia, la liberazione.;;;Narrativa contemporanea;3.74;05/23/2026;;;;;;;;Sx6;
Lungo petalo di mare;"Allende, Isabel; Liverani, Elena";Feltrinelli;2019-10-24;Copertina flessibile;352;;;Italiano;9788807033438;;https://www.amazon.it/dp/8807033437?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41QQju8sDhL._SL500_.jpg;"1939. Alla fine della Guerra civile spagnola, il giovane medico Víctor Dalmau e un'amica di famiglia, la pianista Roser Bruguera, sono costretti, come altre migliaia di spagnoli, a scappare da Barcellona. Attraversati i Pirenei, a Bordeaux, fingendosi sposati, riescono a imbarcarsi a bordo del Winnipeg, il piroscafo preso a noleggio da Pablo Neruda per portare più di duemila profughi spagnoli in Cile - il ""lungo petalo di mare e neve"", nelle parole dello stesso poeta -, in cerca di quella pace che non è stata concessa loro in patria. Lì hanno la fortuna di essere accolti con generosa benevolenza e riescono presto a integrarsi, a riprendere in mano le loro vite e a sentirsi parte del destino del paese, solo però fino al golpe che nel 1973 fa cadere il presidente Salvador Allende. E allora, ancora una volta, si ritroveranno in esilio, questa volta in Venezuela, ma, come scrive l'autrice, ""se si vive abbastanza, i cerchi si chiudono"".";;;Narrativa contemporanea;4.06;05/23/2026;;;;;;;;Sx5;
Male d'amore;"Mastretta, Ángeles; Meucci, Silvia";Feltrinelli;2001-01-01;Copertina flessibile;288;;;Italiano;9788807814761;;https://www.amazon.it/dp/8807814765?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51sZYZ1UOoL._SL500_.jpg;"Emilia Sauri vuole esser viva e libera: dai genitori ha ereditato la passione per la medicina e per la letteratura, dalla zia Milagros l'anticonformismo e la fedeltà ai propri ideali, ma anche agli impulsi del cuore. Emilia vive la rivoluzione messicana, cura le vittime della guerra, ma soprattutto vive la sua duplice storia d'amore e di bigamia. Incantata dal rivoluzionario Daniel fin dall'adolescenza, intreccia con lui una vicenda di legami e abbandoni, in cui la magia sensuale che li afferra a ogni incontro non scema con gli anni. Ma nel cuore di Emilia c'è spazio anche per il dottor Zavalza, con cui vive anni di pace amorosa, a cui attribuisce senza esitazioni la paternità dei suoi tre figli, che sa come curare il ""male d'amore"" che Daniel le infligge.";;;Narrativa contemporanea;4.13;05/23/2026;;;;;;;;Sx6;
Memorie di Adriano. Seguite dai Taccuini di appunti;"Yourcenar, Marguerite; Mazzolani, Lidia Storoni";Einaudi ;;Copertina flessibile;350;;;ita;9788806174088;;https://www.goodreads.com/book/show/2826538-memorie-di-adriano-seguite-dai-taccuini-di-appunti;;;https://s.gr-assets.com/assets/nophoto/book/111x148-675b3b2743c83e96e2540d2929d5f4d2.png;"""Mi sentivo responsabile della bellezza del mondo"", dice di sé Adriano, questo personaggio così raffinatamente calato nella sua epoca, eppure così vicino al tormento di ogni uomo, di ogni tempo, nell'accanita ricerca di un accordo tra felicità e logica, tra intelligenza e fato.
Il capolavoro di Marguerite Yourcenar unisce al cesello perfetto della ricostruzione storica il coraggio di presentare a tutto tondo un grand'uomo, l'altezza del suo pensiero, la disponibilità intellettuale, le intuizioni profetiche, donandoci non già un saggio erudito, ma un libro dei giorni nostri, e dei giorni a venire. Perché, come ha scritto la Yourcenar, ""non siamo i soli a guardare in faccia un avvenire inesorabile"".
I taccuini di appunti dell'autrice (annotazioni di studio, lampi di autobiografia, ricordi, vicissitudini della scrittura) perfezionano la conoscenza di un'opera che fu pensata, composta, smarrita, corretta per quasi un trentennio.
La nota della traduttrice, Lidia Storoni Mazzolani, ci regala la storia di un'amicizia nata lavorando insieme alla versione italiana.
Con la cronologia della vita e delle opere e la bibliografia essenziale.";;;Historical-fiction;4.21;05/23/2026;;;;;;;;Sx4;
Miguilim;"Rosa, João Guimarães; Tabucchi, Antonio; Bizzarri, Edoardo";Feltrinelli;2007-09-21;Copertina flessibile;135;Corpo de Baile;;Italiano;9788807812880;;https://www.amazon.it/dp/8807812886?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/4111LCSLb5L._SL500_.jpg;"""Sospesa nell'incantesimo di un parlare inconsueto e di un paesaggio remoto, questa struggente novella, che a prima vista potremmo scambiare per la narrazione di una infanzia drammatica, ci appare, chiusa l'ultima pagina e appreso il fragile e potente segreto che teneva incatenato il piccolo Miguilim, metafora di un qualcosa che non sappiamo bene decifrare. Come per tutti gli altri libri di Guimarães Rosa, anche per quest'operetta dal timbro mozartiano, eseguita dal flauto magico di un narratore non comune, potremmo dire, usando le parole dello stesso Rosa, che 'alle volte, quasi sempre, un libro è più grande di noi'. Ascoltato nella coralità di Corpo di ballo, maestosa sinfonia in sette parti di cui era forse la sonata più toccante, Miguilim contribuiva con la sua mascherina di bambino atemporale alla grandezza di una pantomima che eleggeva il Sertao di Minas Gerais a metafora del mondo. Letta da sola, al di fuori di quel grandioso contesto, nel suo favoleggiare e nella sua orditura narrativa perfetta, questa perla della letteratura universale deve il suo potere di soggiogamento, il suo essere un libro 'più grande di noi', agli interrogativi sui significati che aprono le sue specifiche metafore: gli occhi di un fanciullo, un paio di occhiali, il reale visibile."" (Antonio Tabucchi)";;;Narrativa contemporanea;4.28;05/23/2026;;;;;;;;Sx6;
